Predictor variable,Categorical,Sample average
wc2.1_2.5m_bio_12,false,873.2814814814815
wc2.1_2.5m_bio_15,false,56.8733147656476
wc2.1_2.5m_bio_3,false,59.814414271601926
wc2.1_2.5m_bio_4,false,290.34653207284435
wc2.1_2.5m_bio_8,false,22.727027101869936
wc2.1_2.5m_bio_9,false,17.175891851495816
